time,result,x,y,Year,Month,Day,d_0,d_1,d_3,d_4,o_0,o_1,o_3,o_4,s_0,s_1,s_3,s_4,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
1361.0,-1,16.0,10.0,2009,10,27,0.0,1,2.0,2.0,0.0,2,2.0,1.0,0.0,1.0,0.0,0.0,36,75.0,75.0,30.0,6.8,11.2,0.609,0.0,0.0,0.0,6.8,11.2,0.61,0.609,4.1,6.9,0.595,2.5,5.9,8.4,1.7,0.7,1.4,2.2,3.4
1317.0,1,24.0,7.0,2009,10,27,0.0,5,0.0,0.0,1.0,3,1.0,0.0,0.0,0.0,1.0,0.0,22,80.0,80.0,33.0,4.8,9.5,0.505,0.2,0.6,0.313,4.6,8.9,0.518,0.514,2.2,3.4,0.642,1.3,4.0,5.2,8.2,1.9,0.1,2.6,2.4
1293.0,-1,36.0,26.0,2009,10,27,0.0,2,2.0,1.0,0.0,1,2.0,2.0,0.0,0.0,1.0,0.0,24,81.0,81.0,37.7,9.7,19.9,0.489,1.6,4.7,0.344,8.1,15.2,0.535,0.53,7.3,9.4,0.78,1.3,6.3,7.6,7.2,1.7,1.1,3.0,1.7
1281.0,1,26.0,12.0,2009,10,27,0.0,1,3.0,1.0,0.0,1,2.0,2.0,0.0,0.0,1.0,0.0,32,57.0,57.0,31.1,6.9,13.0,0.531,0.0,0.1,0.25,6.9,12.8,0.534,0.532,1.9,2.3,0.841,1.4,7.1,8.5,2.5,1.1,1.2,1.6,2.2
1255.0,-1,27.0,7.0,2009,10,27,0.0,1,2.0,2.0,0.0,1,3.0,1.0,0.0,1.0,0.0,0.0,33,79.0,79.0,36.4,6.3,13.2,0.48,2.5,6.2,0.409,3.8,7.0,0.542,0.575,3.0,3.2,0.952,0.8,2.7,3.5,2.8,0.9,0.2,1.7,2.0
1241.0,-1,23.0,11.0,2009,10,27,0.0,1,3.0,1.0,0.0,1,2.0,2.0,0.0,1.0,0.0,0.0,36,75.0,75.0,30.0,6.8,11.2,0.609,0.0,0.0,0.0,6.8,11.2,0.61,0.609,4.1,6.9,0.595,2.5,5.9,8.4,1.7,0.7,1.4,2.2,3.4
1205.0,-1,42.0,29.0,2009,10,27,0.0,1,2.0,2.0,0.0,1,3.0,1.0,0.0,0.0,1.0,0.0,31,81.0,81.0,37.5,6.7,14.6,0.457,1.5,3.8,0.391,5.2,10.8,0.48,0.508,5.7,6.8,0.83,0.7,5.0,5.6,3.6,1.0,0.3,2.8,2.7
1184.0,1,25.0,8.0,2009,10,27,0.0,1,3.0,1.0,0.0,1,2.0,2.0,0.0,1.0,0.0,0.0,36,75.0,75.0,30.0,6.8,11.2,0.609,0.0,0.0,0.0,6.8,11.2,0.61,0.609,4.1,6.9,0.595,2.5,5.9,8.4,1.7,0.7,1.4,2.2,3.4
1148.0,-1,10.0,26.0,2009,10,27,0.0,1,2.0,2.0,0.0,1,3.0,1.0,0.0,0.0,1.0,0.0,24,81.0,81.0,37.7,9.7,19.9,0.489,1.6,4.7,0.344,8.1,15.2,0.535,0.53,7.3,9.4,0.78,1.3,6.3,7.6,7.2,1.7,1.1,3.0,1.7
1118.0,1,2.0,8.0,2009,10,27,0.0,1,2.0,2.0,0.0,3,2.0,0.0,0.0,1.0,0.0,0.0,33,80.0,71.0,33.0,4.0,9.4,0.426,1.2,3.0,0.39,2.8,6.4,0.442,0.488,1.5,1.8,0.834,0.6,3.4,4.0,3.4,1.3,0.2,1.4,1.8
1089.0,-1,8.0,10.0,2009,10,27,0.0,3,2.0,0.0,0.0,1,2.0,2.0,0.0,0.0,0.0,1.0,33,80.0,71.0,33.0,4.0,9.4,0.426,1.2,3.0,0.39,2.8,6.4,0.442,0.488,1.5,1.8,0.834,0.6,3.4,4.0,3.4,1.3,0.2,1.4,1.8
1064.0,1,25.0,7.0,2009,10,27,0.0,3,2.0,0.0,0.0,1,2.0,2.0,0.0,0.0,1.0,0.0,22,80.0,80.0,33.0,4.8,9.5,0.505,0.2,0.6,0.313,4.6,8.9,0.518,0.514,2.2,3.4,0.642,1.3,4.0,5.2,8.2,1.9,0.1,2.6,2.4
1036.0,-1,11.0,23.0,2009,10,27,0.0,5,0.0,0.0,1.0,3,1.0,0.0,0.0,1.0,0.0,0.0,33,79.0,79.0,36.4,6.3,13.2,0.48,2.5,6.2,0.409,3.8,7.0,0.542,0.575,3.0,3.2,0.952,0.8,2.7,3.5,2.8,0.9,0.2,1.7,2.0
1016.0,-1,18.0,23.0,2009,10,27,0.0,1,2.0,2.0,0.0,3,2.0,0.0,0.0,0.0,1.0,0.0,22,80.0,80.0,33.0,4.8,9.5,0.505,0.2,0.6,0.313,4.6,8.9,0.518,0.514,2.2,3.4,0.642,1.3,4.0,5.2,8.2,1.9,0.1,2.6,2.4
999.0,-1,1.0,8.0,2009,10,27,0.0,3,2.0,0.0,0.0,1,2.0,2.0,0.0,0.0,0.0,1.0,33,80.0,71.0,33.0,4.0,9.4,0.426,1.2,3.0,0.39,2.8,6.4,0.442,0.488,1.5,1.8,0.834,0.6,3.4,4.0,3.4,1.3,0.2,1.4,1.8
982.0,1,38.0,11.0,2009,10,27,0.0,1,2.0,2.0,1.0,2,1.0,1.0,0.0,1.0,0.0,0.0,26,81.0,81.0,35.0,6.5,13.9,0.467,2.3,5.2,0.436,4.2,8.7,0.486,0.548,2.6,2.8,0.912,0.6,2.9,3.4,4.1,0.9,0.1,2.2,2.7
965.0,1,37.0,14.0,2009,10,27,1.0,2,1.0,1.0,0.0,1,2.0,2.0,0.0,0.0,0.0,1.0,32,57.0,57.0,31.1,6.9,13.0,0.531,0.0,0.1,0.25,6.9,12.8,0.534,0.532,1.9,2.3,0.841,1.4,7.1,8.5,2.5,1.1,1.2,1.6,2.2
926.0,-1,21.0,11.0,2009,10,27,1.0,2,1.0,1.0,0.0,3,1.0,1.0,0.0,1.0,0.0,0.0,26,81.0,42.0,28.5,3.3,6.2,0.536,0.0,0.0,0.0,3.3,6.2,0.538,0.536,1.9,3.1,0.616,2.0,5.1,7.2,1.0,0.9,0.8,1.0,3.0
920.0,-1,46.0,20.0,2009,10,27,0.0,3,1.0,1.0,1.0,2,1.0,1.0,0.0,1.0,0.0,0.0,33,79.0,79.0,36.4,6.3,13.2,0.48,2.5,6.2,0.409,3.8,7.0,0.542,0.575,3.0,3.2,0.952,0.8,2.7,3.5,2.8,0.9,0.2,1.7,2.0
909.0,1,30.0,14.0,2009,10,27,1.0,2,1.0,1.0,0.0,3,1.0,1.0,0.0,1.0,0.0,0.0,26,81.0,81.0,35.0,6.5,13.9,0.467,2.3,5.2,0.436,4.2,8.7,0.486,0.548,2.6,2.8,0.912,0.6,2.9,3.4,4.1,0.9,0.1,2.2,2.7
892.0,-1,5.0,22.0,2009,10,27,0.0,3,1.0,1.0,1.0,2,1.0,1.0,1.0,0.0,0.0,0.0,31,81.0,81.0,37.5,6.7,14.6,0.457,1.5,3.8,0.391,5.2,10.8,0.48,0.508,5.7,6.8,0.83,0.7,5.0,5.6,3.6,1.0,0.3,2.8,2.7
883.0,1,41.0,7.0,2009,10,27,0.0,5,0.0,0.0,1.0,2,2.0,0.0,0.0,0.0,1.0,0.0,33,79.0,79.0,36.4,6.3,13.2,0.48,2.5,6.2,0.409,3.8,7.0,0.542,0.575,3.0,3.2,0.952,0.8,2.7,3.5,2.8,0.9,0.2,1.7,2.0
866.0,-1,25.0,8.0,2009,10,27,1.0,2,2.0,0.0,0.0,5,0.0,0.0,0.0,1.0,0.0,0.0,26,81.0,42.0,28.5,3.3,6.2,0.536,0.0,0.0,0.0,3.3,6.2,0.538,0.536,1.9,3.1,0.616,2.0,5.1,7.2,1.0,0.9,0.8,1.0,3.0
860.0,-1,24.0,6.0,2009,10,27,1.0,3,1.0,0.0,0.0,5,0.0,0.0,0.0,1.0,0.0,0.0,33,79.0,79.0,36.4,6.3,13.2,0.48,2.5,6.2,0.409,3.8,7.0,0.542,0.575,3.0,3.2,0.952,0.8,2.7,3.5,2.8,0.9,0.2,1.7,2.0
845.0,1,2.0,6.0,2009,10,27,0.0,5,0.0,0.0,1.0,2,2.0,0.0,0.0,1.0,0.0,0.0,24,81.0,81.0,37.7,9.7,19.9,0.489,1.6,4.7,0.344,8.1,15.2,0.535,0.53,7.3,9.4,0.78,1.3,6.3,7.6,7.2,1.7,1.1,3.0,1.7
822.0,-1,50.0,13.0,2009,10,27,0.0,5,0.0,0.0,1.0,2,2.0,0.0,1.0,0.0,0.0,0.0,26,81.0,81.0,35.0,6.5,13.9,0.467,2.3,5.2,0.436,4.2,8.7,0.486,0.548,2.6,2.8,0.912,0.6,2.9,3.4,4.1,0.9,0.1,2.2,2.7
807.0,-1,37.0,13.0,2009,10,27,1.0,2,2.0,0.0,0.0,5,0.0,0.0,0.0,1.0,0.0,0.0,34,66.0,63.0,32.2,4.6,10.9,0.419,1.7,4.8,0.354,2.9,6.1,0.471,0.498,1.2,1.5,0.772,0.8,6.6,7.4,1.4,0.9,1.3,0.9,3.0
772.0,1,24.0,8.0,2009,10,27,0.0,5,0.0,0.0,1.0,2,2.0,0.0,1.0,0.0,0.0,0.0,24,81.0,81.0,37.7,9.7,19.9,0.489,1.6,4.7,0.344,8.1,15.2,0.535,0.53,7.3,9.4,0.78,1.3,6.3,7.6,7.2,1.7,1.1,3.0,1.7
728.0,-1,12.0,29.0,2009,10,27,1.0,2,2.0,0.0,0.0,5,0.0,0.0,0.0,1.0,0.0,0.0,34,66.0,63.0,32.2,4.6,10.9,0.419,1.7,4.8,0.354,2.9,6.1,0.471,0.498,1.2,1.5,0.772,0.8,6.6,7.4,1.4,0.9,1.3,0.9,3.0
725.0,-1,25.0,9.0,2009,10,27,0.0,5,0.0,0.0,1.0,2,2.0,0.0,0.0,1.0,0.0,0.0,25,45.0,0.0,11.4,1.6,3.5,0.446,0.0,0.0,0.0,1.6,3.4,0.452,0.446,1.0,1.4,0.73,1.1,2.3,3.4,0.3,0.5,0.4,0.8,1.4
720.0,-1,25.0,7.0,2009,10,27,1.0,3,1.0,0.0,0.0,5,0.0,0.0,0.0,1.0,0.0,0.0,24,81.0,81.0,37.7,9.7,19.9,0.489,1.6,4.7,0.344,8.1,15.2,0.535,0.53,7.3,9.4,0.78,1.3,6.3,7.6,7.2,1.7,1.1,3.0,1.7
700.0,-1,42.0,8.0,2009,10,27,0.0,5,0.0,0.0,1.0,3,1.0,0.0,0.0,1.0,0.0,0.0,33,65.0,65.0,27.2,5.3,11.1,0.472,0.2,0.6,0.385,5.0,10.5,0.477,0.483,2.1,2.7,0.799,2.4,5.1,7.5,1.0,0.4,1.3,1.4,2.8
682.0,1,6.0,7.0,2009,10,27,0.0,5,0.0,0.0,1.0,3,1.0,0.0,0.0,0.0,1.0,0.0,34,66.0,63.0,32.2,4.6,10.9,0.419,1.7,4.8,0.354,2.9,6.1,0.471,0.498,1.2,1.5,0.772,0.8,6.6,7.4,1.4,0.9,1.3,0.9,3.0
656.0,1,9.0,15.0,2009,10,27,1.0,3,1.0,0.0,0.0,5,0.0,0.0,0.0,1.0,0.0,0.0,24,81.0,81.0,37.7,9.7,19.9,0.489,1.6,4.7,0.344,8.1,15.2,0.535,0.53,7.3,9.4,0.78,1.3,6.3,7.6,7.2,1.7,1.1,3.0,1.7
637.0,1,48.0,9.0,2009,10,27,0.0,5,0.0,0.0,1.0,3,1.0,0.0,0.0,0.0,1.0,0.0,28,54.0,43.0,31.5,5.8,12.8,0.451,0.3,1.7,0.2,5.4,11.1,0.489,0.464,1.7,2.4,0.721,1.5,3.1,4.6,2.1,1.1,0.5,1.7,2.2
622.0,-1,38.0,29.0,2009,10,27,1.0,2,2.0,0.0,0.0,5,0.0,0.0,0.0,1.0,0.0,0.0,26,81.0,81.0,35.0,6.5,13.9,0.467,2.3,5.2,0.436,4.2,8.7,0.486,0.548,2.6,2.8,0.912,0.6,2.9,3.4,4.1,0.9,0.1,2.2,2.7
603.0,1,12.0,27.0,2009,10,27,0.0,4,0.0,1.0,0.0,2,2.0,1.0,0.0,0.0,0.0,1.0,34,66.0,63.0,32.2,4.6,10.9,0.419,1.7,4.8,0.354,2.9,6.1,0.471,0.498,1.2,1.5,0.772,0.8,6.6,7.4,1.4,0.9,1.3,0.9,3.0
575.0,1,45.0,7.0,2009,10,27,1.0,3,1.0,0.0,0.0,5,0.0,0.0,0.0,1.0,0.0,0.0,33,65.0,65.0,27.2,5.3,11.1,0.472,0.2,0.6,0.385,5.0,10.5,0.477,0.483,2.1,2.7,0.799,2.4,5.1,7.5,1.0,0.4,1.3,1.4,2.8
538.0,-1,20.0,11.0,2009,10,27,0.0,5,0.0,0.0,1.0,3,1.0,0.0,0.0,1.0,0.0,0.0,33,80.0,71.0,33.0,4.0,9.4,0.426,1.2,3.0,0.39,2.8,6.4,0.442,0.488,1.5,1.8,0.834,0.6,3.4,4.0,3.4,1.3,0.2,1.4,1.8
522.0,-1,42.0,26.0,2009,10,27,1.0,3,1.0,0.0,0.0,5,0.0,0.0,0.0,1.0,0.0,0.0,30,81.0,0.0,18.3,3.1,6.9,0.445,1.9,4.2,0.444,1.2,2.7,0.445,0.579,0.5,0.7,0.792,0.1,1.8,1.9,1.1,0.8,0.1,0.7,1.4
509.0,-1,40.0,18.0,2009,10,27,0.0,5,0.0,0.0,1.0,3,1.0,0.0,1.0,0.0,0.0,0.0,33,79.0,79.0,36.4,6.3,13.2,0.48,2.5,6.2,0.409,3.8,7.0,0.542,0.575,3.0,3.2,0.952,0.8,2.7,3.5,2.8,0.9,0.2,1.7,2.0
468.0,-1,28.0,26.0,2009,10,27,1.0,3,1.0,0.0,0.0,5,0.0,0.0,0.0,1.0,0.0,0.0,31,81.0,81.0,37.5,6.7,14.6,0.457,1.5,3.8,0.391,5.2,10.8,0.48,0.508,5.7,6.8,0.83,0.7,5.0,5.6,3.6,1.0,0.3,2.8,2.7
445.0,-1,26.0,7.0,2009,10,27,0.0,5,0.0,0.0,1.0,3,1.0,0.0,0.0,1.0,0.0,0.0,24,81.0,81.0,37.7,9.7,19.9,0.489,1.6,4.7,0.344,8.1,15.2,0.535,0.53,7.3,9.4,0.78,1.3,6.3,7.6,7.2,1.7,1.1,3.0,1.7
423.0,-1,42.0,9.0,2009,10,27,1.0,3,1.0,0.0,0.0,5,0.0,0.0,0.0,1.0,0.0,0.0,24,76.0,76.0,29.6,3.6,6.3,0.577,0.0,0.0,0.0,3.6,6.3,0.58,0.577,1.3,2.1,0.6,2.7,5.5,8.1,1.3,0.3,2.0,2.2,3.3
400.0,-1,17.0,23.0,2009,10,27,1.0,3,1.0,0.0,0.0,5,0.0,0.0,0.0,1.0,0.0,0.0,22,80.0,80.0,33.0,4.8,9.5,0.505,0.2,0.6,0.313,4.6,8.9,0.518,0.514,2.2,3.4,0.642,1.3,4.0,5.2,8.2,1.9,0.1,2.6,2.4
387.0,-1,27.0,6.0,2009,10,27,0.0,5,0.0,0.0,1.0,3,1.0,0.0,0.0,1.0,0.0,0.0,36,75.0,75.0,30.0,6.8,11.2,0.609,0.0,0.0,0.0,6.8,11.2,0.61,0.609,4.1,6.9,0.595,2.5,5.9,8.4,1.7,0.7,1.4,2.2,3.4
378.0,-1,25.0,7.0,2009,10,27,0.0,5,0.0,0.0,1.0,3,1.0,0.0,1.0,0.0,0.0,0.0,32,57.0,57.0,31.1,6.9,13.0,0.531,0.0,0.1,0.25,6.9,12.8,0.534,0.532,1.9,2.3,0.841,1.4,7.1,8.5,2.5,1.1,1.2,1.6,2.2
372.0,-1,41.0,16.0,2009,10,27,1.0,3,1.0,0.0,0.0,5,0.0,0.0,0.0,1.0,0.0,0.0,32,57.0,57.0,31.1,6.9,13.0,0.531,0.0,0.1,0.25,6.9,12.8,0.534,0.532,1.9,2.3,0.841,1.4,7.1,8.5,2.5,1.1,1.2,1.6,2.2
345.0,-1,8.0,15.0,2009,10,27,0.0,5,0.0,0.0,1.0,3,1.0,0.0,1.0,0.0,0.0,0.0,33,79.0,79.0,36.4,6.3,13.2,0.48,2.5,6.2,0.409,3.8,7.0,0.542,0.575,3.0,3.2,0.952,0.8,2.7,3.5,2.8,0.9,0.2,1.7,2.0
332.0,1,24.0,7.0,2009,10,27,0.0,5,0.0,0.0,1.0,3,1.0,0.0,0.0,1.0,0.0,0.0,24,76.0,76.0,29.6,3.6,6.3,0.577,0.0,0.0,0.0,3.6,6.3,0.58,0.577,1.3,2.1,0.6,2.7,5.5,8.1,1.3,0.3,2.0,2.2,3.3
317.0,-1,25.0,14.0,2009,10,27,0.0,5,0.0,0.0,1.0,3,1.0,0.0,0.0,1.0,0.0,0.0,36,75.0,75.0,30.0,6.8,11.2,0.609,0.0,0.0,0.0,6.8,11.2,0.61,0.609,4.1,6.9,0.595,2.5,5.9,8.4,1.7,0.7,1.4,2.2,3.4
302.0,-1,33.0,8.0,2009,10,27,0.0,5,0.0,0.0,1.0,3,1.0,0.0,0.0,1.0,0.0,0.0,32,57.0,57.0,31.1,6.9,13.0,0.531,0.0,0.1,0.25,6.9,12.8,0.534,0.532,1.9,2.3,0.841,1.4,7.1,8.5,2.5,1.1,1.2,1.6,2.2
290.0,1,13.0,30.0,2009,10,27,1.0,3,1.0,0.0,0.0,5,0.0,0.0,0.0,1.0,0.0,0.0,24,81.0,81.0,37.7,9.7,19.9,0.489,1.6,4.7,0.344,8.1,15.2,0.535,0.53,7.3,9.4,0.78,1.3,6.3,7.6,7.2,1.7,1.1,3.0,1.7
263.0,-1,39.0,9.0,2009,10,27,0.0,3,2.0,0.0,0.0,5,0.0,0.0,0.0,1.0,0.0,0.0,24,76.0,76.0,29.6,3.6,6.3,0.577,0.0,0.0,0.0,3.6,6.3,0.58,0.577,1.3,2.1,0.6,2.7,5.5,8.1,1.3,0.3,2.0,2.2,3.3
243.0,1,32.0,21.0,2009,10,27,0.0,3,2.0,0.0,0.0,5,0.0,0.0,0.0,1.0,0.0,0.0,31,81.0,81.0,37.5,6.7,14.6,0.457,1.5,3.8,0.391,5.2,10.8,0.48,0.508,5.7,6.8,0.83,0.7,5.0,5.6,3.6,1.0,0.3,2.8,2.7
207.0,-1,14.0,30.0,2009,10,27,0.0,5,0.0,0.0,0.0,3,2.0,0.0,0.0,1.0,0.0,0.0,34,66.0,63.0,32.2,4.6,10.9,0.419,1.7,4.8,0.354,2.9,6.1,0.471,0.498,1.2,1.5,0.772,0.8,6.6,7.4,1.4,0.9,1.3,0.9,3.0
182.0,-1,43.0,12.0,2009,10,27,1.0,3,1.0,0.0,0.0,5,0.0,0.0,0.0,1.0,0.0,0.0,33,80.0,71.0,33.0,4.0,9.4,0.426,1.2,3.0,0.39,2.8,6.4,0.442,0.488,1.5,1.8,0.834,0.6,3.4,4.0,3.4,1.3,0.2,1.4,1.8
163.0,1,36.0,13.0,2009,10,27,0.0,5,0.0,0.0,0.0,3,2.0,0.0,0.0,1.0,0.0,0.0,32,57.0,57.0,31.1,6.9,13.0,0.531,0.0,0.1,0.25,6.9,12.8,0.534,0.532,1.9,2.3,0.841,1.4,7.1,8.5,2.5,1.1,1.2,1.6,2.2
112.0,-1,6.0,21.0,2009,10,27,0.0,3,2.0,0.0,0.0,5,0.0,0.0,0.0,1.0,0.0,0.0,34,66.0,63.0,32.2,4.6,10.9,0.419,1.7,4.8,0.354,2.9,6.1,0.471,0.498,1.2,1.5,0.772,0.8,6.6,7.4,1.4,0.9,1.3,0.9,3.0
105.0,-1,49.0,12.0,2009,10,27,0.0,4,1.0,0.0,0.0,3,2.0,0.0,0.0,0.0,1.0,0.0,33,79.0,79.0,36.4,6.3,13.2,0.48,2.5,6.2,0.409,3.8,7.0,0.542,0.575,3.0,3.2,0.952,0.8,2.7,3.5,2.8,0.9,0.2,1.7,2.0
102.0,-1,23.0,6.0,2009,10,27,0.0,3,2.0,0.0,0.0,4,1.0,0.0,0.0,1.0,0.0,0.0,22,80.0,80.0,33.0,4.8,9.5,0.505,0.2,0.6,0.313,4.6,8.9,0.518,0.514,2.2,3.4,0.642,1.3,4.0,5.2,8.2,1.9,0.1,2.6,2.4
77.0,-1,32.0,31.0,2009,10,27,0.0,4,1.0,0.0,0.0,3,2.0,0.0,0.0,1.0,0.0,0.0,24,81.0,81.0,37.7,9.7,19.9,0.489,1.6,4.7,0.344,8.1,15.2,0.535,0.53,7.3,9.4,0.78,1.3,6.3,7.6,7.2,1.7,1.1,3.0,1.7
63.0,1,33.0,22.0,2009,10,27,0.0,3,2.0,0.0,0.0,4,1.0,0.0,0.0,1.0,0.0,0.0,31,81.0,81.0,37.5,6.7,14.6,0.457,1.5,3.8,0.391,5.2,10.8,0.48,0.508,5.7,6.8,0.83,0.7,5.0,5.6,3.6,1.0,0.3,2.8,2.7
30.0,1,15.0,22.0,2009,10,27,0.0,3,2.0,0.0,0.0,4,1.0,0.0,0.0,1.0,0.0,0.0,31,81.0,81.0,37.5,6.7,14.6,0.457,1.5,3.8,0.391,5.2,10.8,0.48,0.508,5.7,6.8,0.83,0.7,5.0,5.6,3.6,1.0,0.3,2.8,2.7
15.0,1,26.0,6.0,2009,10,27,0.0,4,1.0,0.0,0.0,3,2.0,0.0,0.0,0.0,1.0,0.0,24,81.0,81.0,37.7,9.7,19.9,0.489,1.6,4.7,0.344,8.1,15.2,0.535,0.53,7.3,9.4,0.78,1.3,6.3,7.6,7.2,1.7,1.1,3.0,1.7
12.0,1,24.0,31.0,2009,10,27,0.0,3,2.0,0.0,0.0,4,1.0,0.0,0.0,1.0,0.0,0.0,24,81.0,81.0,37.7,9.7,19.9,0.489,1.6,4.7,0.344,8.1,15.2,0.535,0.53,7.3,9.4,0.78,1.3,6.3,7.6,7.2,1.7,1.1,3.0,1.7
4.0,-1,17.0,30.0,2009,10,27,0.0,4,1.0,0.0,0.0,3,2.0,0.0,0.0,1.0,0.0,0.0,24,81.0,81.0,37.7,9.7,19.9,0.489,1.6,4.7,0.344,8.1,15.2,0.535,0.53,7.3,9.4,0.78,1.3,6.3,7.6,7.2,1.7,1.1,3.0,1.7
