Player,Year,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
s_Kyle_Korver,2008,SG-PF,26,75.0,0.0,23.1,3.4,7.7,0.443,1.5,3.9,0.375,1.9,3.7,0.516,0.54,1.6,1.7,0.915,0.3,2.0,2.3,1.3,0.6,0.4,1.0,2.6
s_Nenad_Krstic,2008,C,24,45.0,38.0,18.0,2.7,6.7,0.41,0.0,0.0,0.0,2.7,6.6,0.413,0.41,1.2,1.5,0.754,0.8,3.7,4.4,0.6,0.2,0.4,0.9,2.5
s_Raef_LaFrentz,2008,C,31,39.0,0.0,7.5,0.7,1.6,0.443,0.0,0.1,0.0,0.7,1.5,0.474,0.443,0.3,0.5,0.579,0.7,1.0,1.7,0.2,0.3,0.4,0.3,1.5
s_Carl_Landry,2008,PF,24,40.3125,11.03125,13.7823884505,1.86779788074,4.32985844731,0.431376199354,0.214725334767,0.723542428469,0.296769513879,1.65307254597,3.60631601884,0.458382609105,0.616,0.933238259981,1.28976665761,0.723571395239,0.813321943287,1.7199669655,4.9,0.889721679049,0.386868220515,15.984375,0.76145484614,1.37911944736
s_Keith_Langford,2008,SG,24,40.3125,11.03125,13.7823884505,1.86779788074,4.32985844731,0.431376199354,0.214725334767,0.723542428469,0.296769513879,1.65307254597,3.60631601884,0.458382609105,0.25,0.933238259981,1.28976665761,0.723571395239,0.813321943287,1.7199669655,1.0,0.889721679049,0.386868220515,15.984375,0.76145484614,1.37911944736
s_Stephane_Lasme,2008,PF-SF,25,40.3125,11.03125,13.7823884505,1.86779788074,4.32985844731,0.431376199354,0.214725334767,0.723542428469,0.296769513879,1.65307254597,3.60631601884,0.458382609105,0.451,0.933238259981,1.28976665761,0.723571395239,0.813321943287,1.7199669655,3.3,0.889721679049,0.386868220515,15.984375,0.76145484614,1.37911944736
s_Acie_Law,2008,PG,23,40.3125,11.03125,13.7823884505,1.86779788074,4.32985844731,0.431376199354,0.214725334767,0.723542428469,0.296769513879,1.65307254597,3.60631601884,0.458382609105,0.416,0.933238259981,1.28976665761,0.723571395239,0.813321943287,1.7199669655,1.0,0.889721679049,0.386868220515,15.984375,0.76145484614,1.37911944736
s_David_Lee,2008,PF,24,81.0,29.0,29.1,4.2,7.6,0.552,0.0,0.0,0.0,4.2,7.6,0.554,0.552,2.4,2.9,0.819,3.0,6.0,8.9,1.2,0.7,0.4,1.2,2.6
s_Rashard_Lewis,2008,PF,28,81.0,81.0,38.0,6.4,14.0,0.455,2.8,6.8,0.409,3.6,7.2,0.498,0.554,2.7,3.2,0.838,1.2,4.2,5.4,2.4,1.2,0.5,1.7,2.6
s_Kyle_Lowry,2008,PG,21,82.0,9.0,25.5,3.1,7.2,0.432,0.4,1.7,0.257,2.7,5.5,0.487,0.463,3.0,4.2,0.698,0.5,2.5,3.0,3.6,1.1,0.3,1.5,2.3
s_Tyronn_Lue,2008,PG,30,50.0,3.0,14.7,2.3,5.1,0.447,0.8,1.7,0.453,1.5,3.3,0.443,0.524,0.5,0.6,0.781,0.2,0.9,1.1,1.5,0.2,0.0,0.5,1.3
s_Mark_Madsen,2008,PF,32,20.0,6.0,7.6,0.2,1.0,0.158,0.0,0.0,,0.2,1.0,0.158,0.158,0.2,0.6,0.25,0.9,1.0,1.9,0.2,0.2,0.1,0.5,1.3
s_Corey_Maggette,2008,SF,28,70.0,65.0,35.7,6.5,14.3,0.458,1.1,2.9,0.384,5.4,11.4,0.477,0.497,7.9,9.7,0.812,1.1,4.5,5.6,2.7,1.0,0.1,2.8,3.0
s_Jamaal_Magloire,2008,C,29,31.0,2.0,9.2,0.6,1.8,0.327,0.0,0.0,,0.6,1.8,0.327,0.327,0.6,1.4,0.455,0.6,2.3,2.9,0.2,0.0,0.3,1.0,1.6
s_Ian_Mahinmi,2008,C,21,40.3125,11.03125,13.7823884505,1.86779788074,4.32985844731,0.431376199354,0.214725334767,0.723542428469,0.296769513879,1.65307254597,3.60631601884,0.458382609105,0.5,0.933238259981,1.28976665761,0.723571395239,0.813321943287,1.7199669655,0.8,0.889721679049,0.386868220515,15.984375,0.76145484614,1.37911944736
s_Stephon_Marbury,2008,PG,30,24.0,19.0,33.5,4.6,11.0,0.419,1.2,3.1,0.378,3.5,8.0,0.435,0.472,3.5,4.8,0.716,0.7,1.8,2.5,4.7,0.9,0.1,2.0,2.4
s_Shawn_Marion,2008,PF,29,63.0,62.0,36.7,6.3,12.5,0.508,1.0,3.1,0.333,5.3,9.3,0.567,0.55,1.7,2.4,0.707,2.2,8.0,10.2,2.2,2.0,1.3,1.4,2.4
s_Sean_Marks,2008,C,32,19.0,0.0,6.8,1.2,2.3,0.535,0.1,0.2,0.25,1.2,2.1,0.564,0.547,0.6,1.0,0.632,0.5,1.4,1.9,0.2,0.2,0.5,0.4,1.2
s_Donyell_Marshall,2008,PF,34,26.0,1.0,13.1,1.2,3.8,0.327,0.6,2.0,0.283,0.7,1.7,0.378,0.403,0.7,0.8,0.864,0.9,2.0,2.9,0.4,0.2,0.6,0.6,1.2
s_Darrick_Martin,2008,PG,36,17.0,0.0,8.3,0.6,2.5,0.233,0.1,0.9,0.125,0.5,1.6,0.296,0.256,0.3,0.4,0.833,0.2,0.2,0.4,1.2,0.4,0.0,0.1,0.7
s_Kenyon_Martin,2008,PF,30,71.0,71.0,30.4,5.3,9.8,0.538,0.0,0.2,0.182,5.3,9.7,0.544,0.539,1.7,3.0,0.58,1.5,5.0,6.5,1.3,1.2,1.2,1.3,3.3
s_Kevin_Martin,2008,SG,24,61.0,57.0,36.3,6.8,15.0,0.456,1.8,4.4,0.402,5.1,10.6,0.478,0.515,8.2,9.5,0.869,0.8,3.7,4.5,2.1,1.0,0.1,2.1,2.5
s_Desmond_Mason,2008,SF,30,59.0,56.0,28.8,3.9,8.1,0.482,0.0,0.0,,3.9,8.1,0.482,0.482,1.9,2.9,0.659,1.3,3.1,4.3,2.1,0.7,0.5,1.4,1.8
s_Roger_Mason,2008,PG,27,80.0,9.0,21.4,3.3,7.5,0.443,1.6,4.1,0.398,1.7,3.4,0.498,0.552,0.8,0.9,0.873,0.2,1.4,1.6,1.7,0.5,0.2,0.9,1.8
s_Jason_Maxiell,2008,C,24,82.0,7.0,21.6,2.9,5.4,0.538,0.0,0.0,0.0,2.9,5.4,0.539,0.538,2.1,3.3,0.633,2.2,3.1,5.3,0.6,0.3,1.1,0.9,2.2
s_Rashad_McCants,2008,SG,23,75.0,24.0,26.9,5.7,12.6,0.453,1.9,4.7,0.407,3.8,7.9,0.481,0.529,1.5,2.1,0.748,0.7,2.1,2.7,2.2,0.9,0.2,2.3,3.1
s_Jelani_McCoy,2008,C,30,6.0,1.0,5.5,0.2,0.2,1.0,0.0,0.0,,0.2,0.2,1.0,1.0,0.2,0.3,0.5,0.2,1.0,1.2,0.0,0.0,0.8,0.7,1.2
s_Antonio_McDyess,2008,PF,33,78.0,78.0,29.3,3.8,7.7,0.488,0.0,0.0,0.0,3.8,7.7,0.49,0.488,1.2,2.0,0.622,2.6,5.9,8.5,1.1,0.8,0.7,1.0,3.2
s_Tracy_McGrady,2008,SG,28,66.0,62.0,37.0,8.3,19.8,0.419,1.3,4.5,0.292,7.0,15.3,0.457,0.452,3.7,5.4,0.684,0.6,4.5,5.1,5.9,1.0,0.5,2.4,1.4
s_Dominic_McGuire,2008,SG,22,40.3125,11.03125,13.7823884505,1.86779788074,4.32985844731,0.431376199354,0.214725334767,0.723542428469,0.296769513879,1.65307254597,3.60631601884,0.458382609105,0.383,0.933238259981,1.28976665761,0.723571395239,0.813321943287,1.7199669655,2.0,0.889721679049,0.386868220515,15.984375,0.76145484614,1.37911944736
s_Jeff_McInnis,2008,PG,33,54.0,26.0,26.1,2.0,4.6,0.434,0.1,0.4,0.158,1.9,4.3,0.457,0.44,0.4,0.6,0.767,0.3,1.5,1.8,4.1,0.4,0.1,1.4,2.2
s_Josh_McRoberts,2008,PF,20,40.3125,11.03125,13.7823884505,1.86779788074,4.32985844731,0.431376199354,0.214725334767,0.723542428469,0.296769513879,1.65307254597,3.60631601884,0.458382609105,0.6,0.933238259981,1.28976665761,0.723571395239,0.813321943287,1.7199669655,1.3,0.889721679049,0.386868220515,15.984375,0.76145484614,1.37911944736
s_Chris_Mihm,2008,C,28,23.0,5.0,12.1,1.4,4.1,0.337,0.0,0.0,,1.4,4.1,0.337,0.337,0.8,1.2,0.667,1.2,2.1,3.3,0.6,0.2,0.6,0.7,1.8
s_C.J._Miles,2008,SG,20,60.0,13.0,11.5,1.9,3.9,0.479,0.5,1.3,0.39,1.4,2.7,0.522,0.542,0.7,0.9,0.788,0.3,1.0,1.3,0.9,0.5,0.1,0.5,1.6
s_Darko_Milicic,2008,C,22,70.0,64.0,23.8,3.1,7.1,0.438,0.0,0.0,0.0,3.1,7.1,0.439,0.438,1.0,1.7,0.554,1.8,4.2,6.1,0.8,0.5,1.6,1.4,2.6
s_Andre_Miller,2008,PG,31,82.0,82.0,36.8,6.9,14.1,0.492,0.0,0.4,0.088,6.9,13.7,0.504,0.494,3.1,4.1,0.772,1.2,2.8,4.0,6.9,1.3,0.1,2.5,2.2
s_Brad_Miller,2008,C,31,72.0,72.0,34.9,4.7,10.1,0.463,0.4,1.3,0.311,4.3,8.9,0.484,0.482,3.6,4.3,0.848,2.3,7.1,9.5,3.7,1.0,1.0,2.3,3.4
s_Mike_Miller,2008,SG,27,70.0,70.0,35.3,5.9,11.8,0.502,2.2,5.1,0.432,3.7,6.6,0.557,0.596,2.3,3.0,0.774,0.7,5.9,6.7,3.4,0.5,0.2,2.6,2.1
s_Paul_Millsap,2008,PF,22,82.0,2.0,20.8,3.1,6.1,0.504,0.0,0.0,0.0,3.1,6.1,0.508,0.504,1.9,2.8,0.677,2.0,3.6,5.6,1.0,0.9,0.9,1.1,3.3
s_Yao_Ming,2008,C,27,55.0,55.0,37.2,7.9,15.5,0.507,0.0,0.0,0.0,7.9,15.5,0.508,0.507,6.3,7.4,0.85,3.1,7.7,10.8,2.3,0.5,2.0,3.3,3.1
s_Cuttino_Mobley,2008,SG,32,77.0,38.0,35.1,4.9,11.3,0.433,0.9,2.5,0.349,4.0,8.8,0.457,0.472,2.1,2.6,0.819,0.6,2.9,3.6,2.6,1.0,0.4,1.6,2.0
s_Nazr_Mohammed,2008,C,30,82.0,29.0,20.1,3.3,6.4,0.515,0.0,0.0,0.0,3.3,6.4,0.516,0.515,1.2,2.0,0.583,2.4,3.7,6.0,0.9,0.5,0.7,1.2,2.8
s_Jamario_Moon,2008,SF,27,40.3125,11.03125,13.7823884505,1.86779788074,4.32985844731,0.431376199354,0.214725334767,0.723542428469,0.296769513879,1.65307254597,3.60631601884,0.458382609105,0.52,0.933238259981,1.28976665761,0.723571395239,0.813321943287,1.7199669655,6.2,0.889721679049,0.386868220515,15.984375,0.76145484614,1.37911944736
s_Mikki_Moore,2008,PF,32,82.0,79.0,29.1,3.4,6.0,0.577,0.0,0.0,0.0,3.4,5.9,0.579,0.577,1.6,2.2,0.736,2.0,4.1,6.0,1.0,0.4,0.6,1.3,3.8
s_Randolph_Morris,2008,C,22,18.0,2.0,10.1,1.2,3.2,0.362,0.0,0.0,,1.2,3.2,0.362,0.362,0.8,1.6,0.483,0.7,1.4,2.1,0.1,0.2,0.1,0.5,2.1
s_Alonzo_Mourning,2008,C,37,25.0,0.0,15.6,2.1,3.8,0.547,0.0,0.0,,2.1,3.8,0.547,0.547,1.8,3.0,0.592,1.4,2.4,3.7,0.3,0.2,1.7,1.0,2.2
s_Troy_Murphy,2008,PF,27,75.0,61.0,28.1,4.2,9.2,0.455,1.3,3.1,0.398,2.9,6.1,0.484,0.522,2.6,3.2,0.797,1.4,5.8,7.2,2.2,0.7,0.4,1.3,2.9
s_Ronald_Murray,2008,PG,28,42.0,19.0,20.8,3.7,8.7,0.42,0.5,1.5,0.317,3.2,7.2,0.441,0.447,1.6,2.3,0.694,0.5,1.4,2.0,3.4,0.9,0.1,2.0,1.2
s_Dikembe_Mutombo,2008,C,41,39.0,25.0,15.9,1.1,2.1,0.538,0.0,0.0,,1.1,2.1,0.538,0.538,0.8,1.2,0.711,1.7,3.4,5.1,0.1,0.3,1.2,0.4,1.4
s_Bostjan_Nachbar,2008,PF,27,75.0,1.0,22.1,3.3,8.1,0.402,1.3,3.5,0.359,2.0,4.6,0.435,0.479,2.1,2.6,0.786,0.7,2.7,3.5,1.2,0.6,0.3,1.1,2.4
s_Eduardo_Najera,2008,PF,31,78.0,3.0,21.3,2.2,4.7,0.473,0.7,1.9,0.361,1.6,2.8,0.548,0.545,0.8,1.1,0.708,1.4,2.9,4.3,1.2,0.9,0.5,0.8,2.6
s_Steve_Nash,2008,PG,33,81.0,81.0,34.3,6.0,11.9,0.504,2.2,4.7,0.47,3.8,7.2,0.527,0.597,2.7,3.0,0.906,0.3,3.1,3.5,11.1,0.7,0.1,3.6,1.4
s_Juan_Carlos_Navarro,2008,SG,27,40.3125,11.03125,13.7823884505,1.86779788074,4.32985844731,0.431376199354,0.214725334767,0.723542428469,0.296769513879,1.65307254597,3.60631601884,0.458382609105,0.504,0.933238259981,1.28976665761,0.723571395239,0.813321943287,1.7199669655,2.6,0.889721679049,0.386868220515,15.984375,0.76145484614,1.37911944736
s_Jameer_Nelson,2008,PG,25,69.0,62.0,28.4,4.1,8.7,0.469,0.9,2.2,0.416,3.2,6.5,0.488,0.522,1.8,2.2,0.828,0.4,3.1,3.5,5.6,0.9,0.1,2.0,2.4
s_Rasho_Nesterovic,2008,C,31,71.0,39.0,20.9,3.6,6.6,0.55,0.0,0.0,0.333,3.6,6.5,0.552,0.551,0.5,0.7,0.755,1.8,3.0,4.8,1.2,0.3,0.7,0.8,1.9
s_Ira_Newble,2008,SG-SF,33,49.0,13.0,14.2,1.6,3.6,0.437,0.3,1.0,0.327,1.2,2.6,0.48,0.483,0.4,0.5,0.769,1.0,1.6,2.6,0.4,0.6,0.2,0.7,1.4
s_Demetris_Nichols,2008,SF,23,40.3125,11.03125,13.7823884505,1.86779788074,4.32985844731,0.431376199354,0.214725334767,0.723542428469,0.296769513879,1.65307254597,3.60631601884,0.458382609105,0.326,0.933238259981,1.28976665761,0.723571395239,0.813321943287,1.7199669655,0.4,0.889721679049,0.386868220515,15.984375,0.76145484614,1.37911944736
s_Joakim_Noah,2008,C,22,40.3125,11.03125,13.7823884505,1.86779788074,4.32985844731,0.431376199354,0.214725334767,0.723542428469,0.296769513879,1.65307254597,3.60631601884,0.458382609105,0.482,0.933238259981,1.28976665761,0.723571395239,0.813321943287,1.7199669655,5.6,0.889721679049,0.386868220515,15.984375,0.76145484614,1.37911944736
s_Andres_Nocioni,2008,SF,28,82.0,27.0,24.6,4.6,10.7,0.432,1.5,4.2,0.364,3.1,6.5,0.476,0.504,2.4,3.0,0.807,0.6,3.6,4.2,1.2,0.3,0.5,1.6,3.0
s_Steve_Novak,2008,SF,24,35.0,0.0,7.5,1.4,2.9,0.48,1.0,2.0,0.479,0.4,0.9,0.484,0.647,0.1,0.1,0.75,0.1,0.9,1.0,0.2,0.1,0.1,0.1,0.5
s_Dirk_Nowitzki,2008,PF,29,77.0,77.0,36.0,8.2,17.1,0.479,1.0,2.9,0.359,7.2,14.2,0.504,0.51,6.2,7.1,0.879,1.2,7.3,8.6,3.5,0.7,0.9,2.1,2.6
s_Patrick_O_Bryant,2008,C,21,24.0,0.0,4.1,0.7,1.2,0.552,0.0,0.0,,0.7,1.2,0.552,0.552,0.1,0.2,0.6,0.4,0.8,1.2,0.2,0.2,0.4,0.3,1.1
s_Jermaine_O_Neal,2008,C,29,42.0,34.0,28.7,5.4,12.2,0.439,0.0,0.1,0.0,5.4,12.1,0.444,0.439,2.9,3.9,0.742,2.0,4.8,6.7,2.2,0.5,2.1,2.5,3.1
s_Shaquille_O_Neal,2008,C,35,61.0,61.0,28.7,5.4,9.1,0.593,0.0,0.0,,5.4,9.1,0.593,0.593,2.8,5.5,0.503,2.7,6.4,9.1,1.5,0.5,1.4,3.0,3.7
s_Fabricio_Oberto,2008,PF,32,82.0,64.0,20.0,2.2,3.6,0.608,0.0,0.0,0.0,2.2,3.6,0.61,0.608,0.5,0.7,0.607,1.9,3.4,5.2,1.2,0.5,0.2,0.6,2.5
s_Lamar_Odom,2008,PF,28,77.0,77.0,37.9,5.4,10.3,0.525,0.4,1.5,0.274,5.0,8.9,0.566,0.544,3.0,4.3,0.698,2.6,8.1,10.6,3.5,1.0,0.9,2.0,2.9
s_Emeka_Okafor,2008,C,25,82.0,82.0,33.1,5.6,10.5,0.535,0.0,0.0,,5.6,10.5,0.535,0.535,2.6,4.6,0.57,3.1,7.6,10.7,0.9,0.8,1.7,2.0,2.9
s_Mehmet_Okur,2008,C,28,72.0,72.0,33.2,5.2,11.7,0.445,1.6,4.1,0.388,3.6,7.6,0.475,0.512,2.6,3.2,0.804,1.8,5.9,7.7,2.0,0.8,0.4,1.4,3.3
s_Kevin_Ollie,2008,SG,35,40.0,0.0,7.5,0.7,1.7,0.42,0.0,0.0,0.0,0.7,1.7,0.426,0.42,0.3,0.4,0.8,0.1,0.4,0.5,1.0,0.3,0.0,0.1,0.7
s_Bo_Outlaw,2008,PF,36,2.0,0.0,3.5,1.0,1.5,0.667,0.0,0.0,,1.0,1.5,0.667,0.667,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
s_Travis_Outlaw,2008,PF,23,82.0,6.0,26.7,5.1,11.8,0.433,0.5,1.2,0.396,4.6,10.5,0.437,0.453,2.7,3.6,0.741,1.2,3.4,4.6,1.3,0.7,0.8,1.3,2.1
s_Andre_Owens,2008,PG,27,31.0,7.0,12.6,1.3,3.5,0.374,0.6,1.3,0.45,0.7,2.2,0.328,0.458,0.8,1.1,0.735,0.4,1.1,1.5,1.5,0.4,0.1,0.8,1.2
s_Zaza_Pachulia,2008,C,23,62.0,5.0,15.2,1.7,4.0,0.437,0.0,0.0,0.0,1.7,3.9,0.442,0.437,1.7,2.5,0.706,1.4,2.6,4.0,0.6,0.4,0.2,1.1,2.3
s_Jannero_Pargo,2008,SG,28,80.0,5.0,18.7,3.2,8.2,0.39,0.8,2.3,0.349,2.4,5.8,0.406,0.439,0.9,1.0,0.877,0.3,1.3,1.6,2.4,0.6,0.1,1.2,1.5
s_Anthony_Parker,2008,SG,32,82.0,82.0,32.1,4.8,10.1,0.476,1.6,3.7,0.438,3.2,6.4,0.499,0.557,1.2,1.5,0.816,0.6,3.5,4.1,2.2,1.0,0.2,1.1,1.9
s_Smush_Parker,2008,PG,26,28.0,2.0,21.1,2.3,6.6,0.348,0.6,2.8,0.231,1.6,3.8,0.434,0.397,0.7,1.0,0.679,0.1,1.7,1.8,3.0,0.9,0.2,1.6,2.1
s_Tony_Parker,2008,PG,25,69.0,68.0,33.5,7.5,15.1,0.494,0.2,1.0,0.258,7.2,14.2,0.51,0.502,3.6,5.0,0.715,0.4,2.8,3.2,6.0,0.8,0.1,2.4,1.3
s_Ruben_Patterson,2008,SF,32,20.0,5.0,16.4,2.0,4.3,0.453,0.0,0.1,0.0,2.0,4.2,0.464,0.453,1.2,2.2,0.558,1.2,2.0,3.2,0.9,1.1,0.4,1.4,1.9
s_Chris_Paul,2008,PG,22,80.0,80.0,37.6,7.9,16.1,0.488,1.2,3.1,0.369,6.7,13.0,0.516,0.524,4.2,4.9,0.851,0.8,3.2,4.0,11.6,2.7,0.1,2.5,2.3
s_Sasha_Pavlovic,2008,SG,24,51.0,45.0,23.3,2.9,7.9,0.362,0.7,2.2,0.298,2.2,5.7,0.388,0.404,1.0,1.5,0.688,0.7,1.8,2.5,1.6,0.6,0.1,1.1,2.3
s_Oleksiy_Pecherov,2008,C,22,40.3125,11.03125,13.7823884505,1.86779788074,4.32985844731,0.431376199354,0.214725334767,0.723542428469,0.296769513879,1.65307254597,3.60631601884,0.458382609105,0.42,0.933238259981,1.28976665761,0.723571395239,0.813321943287,1.7199669655,1.9,0.889721679049,0.386868220515,15.984375,0.76145484614,1.37911944736
s_Kendrick_Perkins,2008,C,23,78.0,78.0,24.5,2.7,4.5,0.615,0.0,0.0,0.0,2.7,4.4,0.617,0.615,1.5,2.3,0.623,1.9,4.2,6.1,1.1,0.4,1.5,1.6,3.1
s_Kosta_Perovic,2008,C,22,40.3125,11.03125,13.7823884505,1.86779788074,4.32985844731,0.431376199354,0.214725334767,0.723542428469,0.296769513879,1.65307254597,3.60631601884,0.458382609105,0.3,0.933238259981,1.28976665761,0.723571395239,0.813321943287,1.7199669655,1.9,0.889721679049,0.386868220515,15.984375,0.76145484614,1.37911944736
s_Morris_Peterson,2008,SG,30,76.0,76.0,23.6,2.8,6.8,0.417,1.5,3.8,0.394,1.3,3.0,0.445,0.526,0.9,1.1,0.765,0.5,2.2,2.7,0.9,0.6,0.1,0.5,1.6
s_Johan_Petro,2008,C,22,72.0,28.0,18.2,2.6,6.1,0.419,0.0,0.0,0.0,2.6,6.1,0.42,0.419,0.9,1.2,0.736,1.4,3.8,5.1,0.4,0.5,0.6,1.0,2.4
s_Eric_Piatkowski,2008,SF,37,16.0,0.0,7.1,0.8,2.1,0.364,0.7,1.6,0.423,0.1,0.4,0.143,0.53,0.3,0.3,1.0,0.1,0.7,0.8,0.6,0.0,0.1,0.4,0.7
s_Paul_Pierce,2008,SF,30,80.0,80.0,35.9,6.4,13.7,0.464,1.8,4.6,0.392,4.6,9.2,0.499,0.529,5.1,6.1,0.843,0.7,4.5,5.1,4.5,1.3,0.5,2.8,2.5
s_Mickael_Pietrus,2008,SF,25,66.0,16.0,19.9,2.6,5.9,0.439,1.0,2.8,0.361,1.6,3.1,0.51,0.525,1.0,1.5,0.673,1.0,2.7,3.7,0.7,1.0,0.7,0.7,3.0
s_Scot_Pollard,2008,C,32,22.0,0.0,7.9,0.5,1.0,0.522,0.0,0.0,,0.5,1.0,0.522,0.522,0.7,1.0,0.682,0.6,1.0,1.7,0.1,0.1,0.3,0.2,2.0
s_James_Posey,2008,PF,31,74.0,2.0,24.6,2.3,5.6,0.418,1.4,3.8,0.38,0.9,1.8,0.496,0.546,1.3,1.6,0.809,0.4,3.9,4.4,1.5,1.0,0.3,0.9,2.5
s_Leon_Powe,2008,C,24,56.0,5.0,14.4,2.8,4.8,0.572,0.0,0.0,0.0,2.8,4.8,0.575,0.572,2.4,3.4,0.71,1.7,2.4,4.1,0.3,0.3,0.3,0.8,2.3
s_Josh_Powell,2008,C,25,64.0,25.0,19.2,2.3,4.9,0.46,0.0,0.0,0.0,2.3,4.9,0.465,0.46,1.0,1.4,0.724,1.8,3.4,5.2,0.7,0.2,0.4,1.0,2.0
s_Kasib_Powell,2008,SF,26,40.3125,11.03125,13.7823884505,1.86779788074,4.32985844731,0.431376199354,0.214725334767,0.723542428469,0.296769513879,1.65307254597,3.60631601884,0.458382609105,0.411,0.933238259981,1.28976665761,0.723571395239,0.813321943287,1.7199669655,4.0,0.889721679049,0.386868220515,15.984375,0.76145484614,1.37911944736
s_Ronnie_Price,2008,PG,24,61.0,3.0,9.6,1.4,3.3,0.431,0.4,1.2,0.347,1.0,2.1,0.481,0.495,0.4,0.6,0.684,0.1,0.6,0.8,1.3,0.5,0.0,0.5,1.4
s_Tayshaun_Prince,2008,SF,27,82.0,82.0,32.9,5.1,11.5,0.448,0.6,1.8,0.363,4.5,9.7,0.463,0.476,2.3,2.9,0.768,1.3,3.5,4.9,3.3,0.5,0.4,1.1,1.1
s_Gabe_Pruitt,2008,PG,21,40.3125,11.03125,13.7823884505,1.86779788074,4.32985844731,0.431376199354,0.214725334767,0.723542428469,0.296769513879,1.65307254597,3.60631601884,0.458382609105,0.397,0.933238259981,1.28976665761,0.723571395239,0.813321943287,1.7199669655,0.5,0.889721679049,0.386868220515,15.984375,0.76145484614,1.37911944736
s_Joel_Przybilla,2008,C,28,77.0,67.0,23.6,1.9,3.2,0.576,0.0,0.0,0.0,1.9,3.2,0.578,0.576,1.1,1.6,0.68,2.5,5.9,8.4,0.4,0.2,1.2,1.2,3.0
s_Chris_Quinn,2008,PG,24,60.0,25.0,22.3,2.6,6.2,0.424,1.1,2.7,0.403,1.6,3.6,0.439,0.509,1.4,1.6,0.867,0.2,1.8,2.0,3.0,0.8,0.1,0.9,1.5
s_Vladimir_Radmanovic,2008,SF,27,65.0,41.0,22.8,3.0,6.7,0.453,1.5,3.6,0.406,1.6,3.1,0.507,0.562,0.8,1.0,0.8,0.9,2.4,3.3,1.9,0.7,0.2,1.1,2.3
s_Shavlik_Randolph,2008,PF,24,9.0,0.0,3.0,0.4,1.6,0.286,0.0,0.0,,0.4,1.6,0.286,0.286,0.0,0.0,,1.0,0.2,1.2,0.3,0.1,0.3,0.2,0.6
s_Zach_Randolph,2008,C,26,69.0,68.0,32.5,7.0,15.3,0.459,0.3,1.2,0.275,6.7,14.2,0.474,0.47,3.2,4.2,0.772,2.7,7.6,10.3,2.0,0.9,0.2,2.7,2.8
s_Theo_Ratliff,2008,C-PF,34,26.0,9.0,16.8,1.6,3.3,0.482,0.0,0.0,0.0,1.6,3.2,0.488,0.482,1.1,1.7,0.674,1.2,2.2,3.4,0.5,0.3,1.4,0.8,2.3
s_Michael_Redd,2008,SG,28,72.0,71.0,37.5,7.6,17.3,0.442,1.8,5.0,0.362,5.8,12.3,0.475,0.495,5.6,6.8,0.82,1.2,3.1,4.3,3.4,0.9,0.2,2.5,1.7
s_J.J._Redick,2008,SG,23,34.0,0.0,8.1,1.4,3.2,0.444,0.5,1.3,0.395,0.9,1.9,0.477,0.523,0.8,1.0,0.794,0.0,0.6,0.7,0.5,0.1,0.0,0.4,0.9
s_Chris_Richard,2008,C,23,40.3125,11.03125,13.7823884505,1.86779788074,4.32985844731,0.431376199354,0.214725334767,0.723542428469,0.296769513879,1.65307254597,3.60631601884,0.458382609105,0.471,0.933238259981,1.28976665761,0.723571395239,0.813321943287,1.7199669655,2.6,0.889721679049,0.386868220515,15.984375,0.76145484614,1.37911944736
s_Jason_Richardson,2008,SF,27,82.0,82.0,38.4,7.9,17.9,0.441,3.0,7.3,0.406,4.9,10.6,0.466,0.524,3.0,4.0,0.752,1.0,4.4,5.4,3.1,1.4,0.7,2.0,2.9
s_Jeremy_Richardson,2008,SG-SF,23,27.0,1.0,4.9,0.6,1.6,0.364,0.3,0.7,0.368,0.3,0.9,0.36,0.443,0.1,0.1,1.0,0.0,0.3,0.3,0.1,0.1,0.0,0.2,0.5
s_Quentin_Richardson,2008,SF,27,65.0,65.0,28.3,3.1,8.5,0.359,1.1,3.3,0.322,2.0,5.2,0.381,0.421,0.9,1.4,0.682,0.9,4.0,4.8,1.8,0.7,0.2,1.1,2.4
s_Luke_Ridnour,2008,PG,26,61.0,5.0,20.0,2.4,6.0,0.399,0.3,1.2,0.296,2.1,4.9,0.424,0.428,1.3,1.5,0.857,0.2,1.3,1.5,4.0,0.6,0.2,1.3,2.0
s_Nate_Robinson,2008,PG,23,72.0,17.0,26.2,4.6,10.9,0.423,1.3,4.1,0.332,3.3,6.8,0.478,0.485,2.1,2.7,0.786,0.7,2.4,3.1,2.9,0.8,0.0,1.4,2.6
s_Sergio_Rodriguez,2008,PG,21,72.0,0.0,8.7,1.0,2.7,0.352,0.2,0.8,0.293,0.7,1.9,0.377,0.395,0.3,0.5,0.658,0.2,0.6,0.8,1.7,0.3,0.0,0.7,0.8
s_Rajon_Rondo,2008,PG,21,77.0,77.0,29.9,4.6,9.3,0.492,0.1,0.2,0.263,4.5,9.0,0.499,0.496,1.4,2.3,0.611,1.0,3.2,4.2,5.1,1.7,0.2,1.9,2.4
