Player,Year,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
s_Richard_Hamilton,2007,SG,28,75.0,75.0,36.8,7.3,15.6,0.468,0.6,1.7,0.341,6.7,13.9,0.483,0.486,4.6,5.4,0.861,1.0,2.8,3.8,3.8,0.8,0.2,2.1,3.1
s_Matt_Harpring,2007,SF,30,77.0,2.0,25.5,4.2,8.5,0.491,0.2,0.5,0.333,4.0,8.0,0.501,0.501,3.1,4.0,0.767,1.5,3.1,4.6,1.3,0.7,0.1,1.5,3.0
s_Al_Harrington,2007,PF,26,78.0,78.0,32.9,6.3,13.9,0.457,1.6,3.8,0.433,4.7,10.1,0.466,0.516,2.2,3.1,0.694,1.9,4.4,6.4,1.9,0.8,0.3,2.2,3.4
s_Junior_Harrington,2007,PG,26,29.0,8.0,18.7,2.0,4.7,0.416,0.2,0.9,0.269,1.7,3.8,0.45,0.442,1.1,1.6,0.674,0.4,1.9,2.3,3.1,0.7,0.2,1.8,2.7
s_Othella_Harrington,2007,PF,33,26.0,0.0,8.5,1.0,2.2,0.446,0.0,0.0,,1.0,2.2,0.446,0.446,0.7,0.8,0.773,0.5,1.0,1.5,0.2,0.0,0.0,0.6,1.9
s_Devin_Harris,2007,PG,23,80.0,61.0,26.0,3.7,7.4,0.492,0.2,0.6,0.28,3.5,6.8,0.512,0.504,2.7,3.3,0.824,0.6,1.9,2.5,3.7,1.2,0.3,1.8,3.0
s_David_Harrison,2007,C,24,24.0,2.0,7.9,1.3,2.4,0.517,0.0,0.0,,1.3,2.4,0.517,0.517,0.5,0.9,0.5,0.4,1.4,1.8,0.3,0.2,0.5,1.1,2.0
s_Jason_Hart,2007,PG,28,36.0,22.0,23.5,2.8,6.2,0.446,0.2,0.8,0.241,2.6,5.4,0.477,0.462,1.2,1.3,0.894,0.4,2.3,2.7,2.9,1.2,0.0,1.1,2.3
s_Udonis_Haslem,2007,PF,26,79.0,79.0,31.4,4.5,9.1,0.492,0.0,0.1,0.0,4.5,9.0,0.495,0.492,1.7,2.6,0.68,2.4,5.9,8.3,1.2,0.6,0.3,1.4,3.0
s_Trenton_Hassell,2007,SG,27,76.0,68.0,29.3,2.9,5.8,0.49,0.1,0.3,0.24,2.8,5.5,0.505,0.497,0.9,1.2,0.783,1.1,2.1,3.2,2.7,0.3,0.3,1.1,1.9
s_Chuck_Hayes,2007,PF,23,78.0,43.0,22.0,2.5,4.3,0.573,0.0,0.0,,2.5,4.3,0.573,0.573,0.7,1.1,0.618,2.6,4.1,6.7,0.6,0.9,0.2,0.8,3.6
s_Jarvis_Hayes,2007,SF,25,81.0,17.0,20.1,2.8,6.7,0.41,0.8,2.3,0.361,2.0,4.5,0.435,0.471,0.9,1.0,0.845,0.5,2.1,2.6,1.0,0.6,0.2,0.7,2.0
s_Brendan_Haywood,2007,C,27,77.0,49.0,22.6,2.6,4.6,0.558,0.0,0.0,,2.6,4.6,0.558,0.558,1.5,2.7,0.548,2.5,3.7,6.2,0.6,0.4,1.1,1.2,2.7
s_Luther_Head,2007,SG,24,80.0,10.0,27.6,3.8,8.8,0.437,2.2,5.0,0.441,1.6,3.7,0.431,0.564,1.0,1.3,0.79,0.4,2.8,3.2,2.4,1.0,0.1,1.7,1.7
s_Alan_Henderson,2007,PF,34,38.0,5.0,11.0,1.1,1.8,0.642,0.0,0.0,,1.1,1.8,0.642,0.642,0.9,1.2,0.702,1.3,1.6,2.8,0.3,0.2,0.3,0.3,1.6
s_Walter_Herrmann,2007,PF,27,40.2125,6.625,12.4300424123,1.54327785621,3.67326537194,0.420137860989,0.263104470043,0.78428946871,0.335468574473,1.28017338617,2.88897590323,0.443123594329,0.608,0.790966382473,1.1542774696,0.685248047634,0.639199293619,1.3766742584,2.9,0.79174043297,0.388436477913,11.6,0.713521401185,1.38259288149
s_Nene_Hilario,2007,C,24,64.0,42.0,26.8,4.6,8.1,0.57,0.0,0.0,0.0,4.6,8.0,0.571,0.57,3.0,4.4,0.689,2.3,4.7,7.0,1.2,1.0,0.9,2.0,3.3
s_Grant_Hill,2007,SG,34,65.0,64.0,30.9,5.3,10.2,0.518,0.0,0.2,0.167,5.2,10.0,0.525,0.52,3.8,5.0,0.765,0.8,2.8,3.6,2.1,0.9,0.4,2.2,2.2
s_Kirk_Hinrich,2007,PG,26,80.0,80.0,35.5,5.9,13.3,0.448,1.8,4.2,0.415,4.2,9.1,0.463,0.514,3.0,3.6,0.835,0.4,3.0,3.4,6.3,1.3,0.3,2.4,3.4
s_Robert_Hite,2007,SG,23,40.2125,6.625,12.4300424123,1.54327785621,3.67326537194,0.420137860989,0.263104470043,0.78428946871,0.335468574473,1.28017338617,2.88897590323,0.443123594329,0.358,0.790966382473,1.1542774696,0.685248047634,0.639199293619,1.3766742584,1.3,0.79174043297,0.388436477913,11.6,0.713521401185,1.38259288149
s_Julius_Hodge,2007,SG,23,9.0,1.0,7.2,0.7,1.3,0.5,0.0,0.0,,0.7,1.3,0.5,0.5,0.3,0.4,0.75,0.2,0.7,0.9,1.3,0.4,0.0,0.3,0.7
s_Ryan_Hollins,2007,C,22,40.2125,6.625,12.4300424123,1.54327785621,3.67326537194,0.420137860989,0.263104470043,0.78428946871,0.335468574473,1.28017338617,2.88897590323,0.443123594329,0.556,0.790966382473,1.1542774696,0.685248047634,0.639199293619,1.3766742584,1.1,0.79174043297,0.388436477913,11.6,0.713521401185,1.38259288149
s_Robert_Horry,2007,PF,36,68.0,8.0,16.5,1.3,3.7,0.359,0.7,2.2,0.336,0.6,1.5,0.392,0.458,0.6,0.9,0.594,1.1,2.3,3.4,1.1,0.7,0.6,0.6,1.5
s_Eddie_House,2007,SG,28,56.0,1.0,16.9,3.2,7.5,0.428,1.3,3.1,0.429,1.9,4.4,0.427,0.517,0.6,0.6,0.917,0.3,1.4,1.6,1.2,0.5,0.1,0.5,1.2
s_Dwight_Howard,2007,C,21,82.0,82.0,36.9,6.4,10.6,0.603,0.0,0.0,0.5,6.4,10.6,0.603,0.603,4.8,8.1,0.586,3.5,8.8,12.3,1.9,0.9,1.9,3.9,3.0
s_Josh_Howard,2007,SF,26,70.0,69.0,35.1,7.0,15.4,0.459,1.3,3.4,0.385,5.7,11.9,0.48,0.501,3.5,4.2,0.827,1.9,4.9,6.8,1.8,1.2,0.8,1.8,2.6
s_Juwan_Howard,2007,PF,33,80.0,38.0,26.5,3.9,8.3,0.465,0.0,0.0,,3.9,8.3,0.465,0.465,1.9,2.4,0.824,1.7,4.2,5.9,1.6,0.4,0.1,1.4,2.6
s_Troy_Hudson,2007,PG,30,34.0,6.0,16.3,2.2,5.7,0.379,0.8,2.4,0.35,1.4,3.4,0.4,0.451,0.8,0.9,0.813,0.2,1.2,1.4,2.1,0.4,0.1,1.2,0.7
s_Larry_Hughes,2007,SG,28,70.0,68.0,37.1,5.4,13.6,0.4,1.1,3.2,0.333,4.4,10.4,0.42,0.439,3.0,4.4,0.676,0.6,3.2,3.8,3.7,1.3,0.4,2.2,2.3
s_Kris_Humphries,2007,PF,21,60.0,2.0,11.2,1.5,3.1,0.47,0.0,0.0,,1.5,3.1,0.47,0.47,0.9,1.3,0.671,1.3,1.8,3.1,0.3,0.2,0.4,0.5,1.6
s_Lindsey_Hunter,2007,PG,36,52.0,0.0,14.3,1.8,4.7,0.385,0.7,2.3,0.319,1.1,2.4,0.448,0.463,0.6,0.6,0.909,0.2,0.7,0.9,1.8,0.7,0.1,0.7,1.1
s_Steven_Hunter,2007,PF,25,70.0,41.0,22.9,2.7,4.7,0.577,0.0,0.0,,2.7,4.7,0.577,0.577,1.1,2.2,0.49,1.6,3.2,4.8,0.4,0.2,1.1,0.9,2.0
s_Andre_Iguodala,2007,SG,23,76.0,76.0,40.3,5.8,13.0,0.447,0.6,2.0,0.31,5.2,11.0,0.472,0.471,5.9,7.3,0.82,1.0,4.7,5.7,5.7,2.0,0.4,3.4,2.6
s_Zydrunas_Ilgauskas,2007,C,31,78.0,78.0,27.3,4.9,10.2,0.485,0.0,0.0,0.0,4.9,10.2,0.486,0.485,2.0,2.5,0.807,3.1,4.6,7.7,1.6,0.6,1.3,1.8,3.3
s_Mile_Ilic,2007,C,22,40.2125,6.625,12.4300424123,1.54327785621,3.67326537194,0.420137860989,0.263104470043,0.78428946871,0.335468574473,1.28017338617,2.88897590323,0.443123594329,0.0,0.790966382473,1.1542774696,0.685248047634,0.639199293619,1.3766742584,0.2,0.79174043297,0.388436477913,11.6,0.713521401185,1.38259288149
s_D.J._Mbenga,2007,C,26,21.0,0.0,3.8,0.2,0.8,0.313,0.0,0.0,,0.2,0.8,0.313,0.313,0.3,0.4,0.875,0.1,0.4,0.5,0.3,0.1,0.2,0.2,0.8
s_Ersan_Ilyasova,2007,PF,19,40.2125,6.625,12.4300424123,1.54327785621,3.67326537194,0.420137860989,0.263104470043,0.78428946871,0.335468574473,1.28017338617,2.88897590323,0.443123594329,0.457,0.790966382473,1.1542774696,0.685248047634,0.639199293619,1.3766742584,2.9,0.79174043297,0.388436477913,11.6,0.713521401185,1.38259288149
s_Allen_Iverson,2007,SG-PG,31,65.0,64.0,42.5,8.9,20.2,0.442,1.0,3.0,0.315,8.0,17.2,0.465,0.466,7.5,9.4,0.795,0.4,2.6,3.0,7.2,1.9,0.2,4.1,1.5
s_Royal_Ivey,2007,PG,25,53.0,18.0,10.2,1.2,2.7,0.448,0.1,0.3,0.313,1.1,2.4,0.465,0.465,0.5,0.7,0.686,0.3,0.7,1.0,0.8,0.5,0.1,0.6,1.2
s_Jarrett_Jack,2007,PG,23,79.0,79.0,33.6,4.1,8.9,0.454,0.8,2.3,0.35,3.3,6.6,0.49,0.499,3.1,3.5,0.871,0.2,2.4,2.6,5.3,1.1,0.1,2.4,2.6
s_Bobby_Jackson,2007,SG,33,56.0,2.0,23.8,3.6,9.3,0.394,1.0,2.9,0.327,2.7,6.3,0.425,0.446,2.3,3.0,0.774,0.8,2.4,3.2,2.5,0.9,0.1,1.4,1.8
s_Luke_Jackson,2007,SF,25,13.0,2.0,10.6,1.5,3.3,0.442,0.4,1.3,0.294,1.1,2.0,0.538,0.5,0.4,0.7,0.556,0.2,0.6,0.8,1.0,0.4,0.1,0.5,1.2
s_Marc_Jackson,2007,PF,32,56.0,25.0,18.3,2.8,6.9,0.41,0.0,0.0,0.0,2.8,6.9,0.411,0.41,1.6,1.8,0.874,1.1,2.3,3.4,1.0,0.4,0.1,1.2,1.6
s_Stephen_Jackson,2007,SF-SG,28,75.0,69.0,33.1,5.5,12.6,0.433,1.3,4.1,0.322,4.1,8.4,0.488,0.486,3.2,4.0,0.813,0.8,2.1,3.0,3.8,1.1,0.5,2.4,2.7
s_Jerome_James,2007,C,31,41.0,11.0,6.7,0.8,1.9,0.418,0.0,0.0,,0.8,1.9,0.418,0.418,0.2,0.4,0.556,0.5,1.1,1.6,0.1,0.1,0.4,0.6,1.8
s_LeBron_James,2007,SF,22,78.0,78.0,40.9,9.9,20.8,0.476,1.3,4.0,0.319,8.6,16.8,0.513,0.507,6.3,9.0,0.698,1.1,5.7,6.7,6.0,1.6,0.7,3.2,2.2
s_Mike_James,2007,PG,31,82.0,65.0,25.2,3.6,8.6,0.422,1.0,2.6,0.372,2.6,6.0,0.445,0.479,1.9,2.2,0.837,0.3,1.7,2.0,3.6,0.7,0.1,1.6,2.1
s_Antawn_Jamison,2007,PF,30,70.0,70.0,38.0,7.3,16.3,0.45,2.0,5.4,0.364,5.3,10.9,0.492,0.51,3.2,4.4,0.736,1.9,6.1,8.0,1.9,1.1,0.5,1.5,2.8
s_Marko_Jaric,2007,SG,28,70.0,13.0,22.2,1.9,4.6,0.418,0.5,1.2,0.376,1.5,3.4,0.433,0.468,1.0,1.3,0.761,0.8,1.9,2.6,2.1,1.1,0.2,1.3,2.5
s_Sarunas_Jasikevicius,2007,SG-PG,30,63.0,3.0,15.4,2.0,5.1,0.398,0.7,2.1,0.338,1.3,3.0,0.438,0.466,1.4,1.5,0.905,0.2,0.9,1.1,2.7,0.4,0.0,1.4,1.2
s_Al_Jefferson,2007,C,22,69.0,60.0,33.6,6.6,12.8,0.514,0.0,0.0,0.0,6.6,12.8,0.514,0.514,2.9,4.3,0.681,3.4,7.5,11.0,1.3,0.7,1.5,2.0,3.4
s_Richard_Jefferson,2007,SF,26,55.0,53.0,35.6,5.5,12.1,0.456,0.9,2.6,0.359,4.6,9.5,0.483,0.495,4.3,5.9,0.733,0.9,3.5,4.4,2.7,0.6,0.1,2.2,2.2
s_Jared_Jeffries,2007,SF,25,55.0,43.0,23.8,1.7,3.7,0.461,0.0,0.4,0.1,1.7,3.4,0.5,0.466,0.6,1.2,0.456,2.0,2.3,4.3,1.2,0.8,0.5,1.1,2.7
s_Alexander_Johnson,2007,PF,23,40.2125,6.625,12.4300424123,1.54327785621,3.67326537194,0.420137860989,0.263104470043,0.78428946871,0.335468574473,1.28017338617,2.88897590323,0.443123594329,0.538,0.790966382473,1.1542774696,0.685248047634,0.639199293619,1.3766742584,3.1,0.79174043297,0.388436477913,11.6,0.713521401185,1.38259288149
s_Amir_Johnson,2007,PF,19,8.0,0.0,15.5,2.3,4.1,0.545,0.0,0.4,0.0,2.3,3.8,0.6,0.545,1.4,1.8,0.786,1.9,2.8,4.6,0.4,0.6,1.6,1.1,2.4
s_Anthony_Johnson,2007,PG,32,67.0,17.0,19.4,2.1,5.1,0.414,0.4,1.1,0.342,1.7,4.0,0.433,0.45,0.7,0.9,0.754,0.3,1.2,1.5,3.0,0.5,0.0,1.1,1.8
s_DerMarr_Johnson,2007,SF,26,39.0,7.0,10.7,1.3,3.9,0.325,0.5,2.3,0.216,0.8,1.7,0.47,0.386,0.4,0.5,0.762,0.3,1.2,1.5,0.4,0.4,0.3,0.7,1.0
s_Joe_Johnson,2007,SG,25,57.0,57.0,41.4,9.4,20.0,0.471,2.1,5.5,0.381,7.3,14.5,0.504,0.523,4.1,5.5,0.748,0.9,3.3,4.2,4.4,1.1,0.2,3.1,2.0
s_Linton_Johnson,2007,PF,26,54.0,0.0,13.3,1.7,3.5,0.489,0.2,0.6,0.333,1.5,3.0,0.519,0.516,0.6,0.7,0.811,1.0,2.1,3.0,0.3,0.6,0.3,0.5,1.9
s_Bobby_Jones,2007,SF,23,40.2125,6.625,12.4300424123,1.54327785621,3.67326537194,0.420137860989,0.263104470043,0.78428946871,0.335468574473,1.28017338617,2.88897590323,0.443123594329,0.468,0.790966382473,1.1542774696,0.685248047634,0.639199293619,1.3766742584,1.3,0.79174043297,0.388436477913,11.6,0.713521401185,1.38259288149
s_Dahntay_Jones,2007,SG,26,78.0,25.0,21.4,2.8,5.9,0.477,0.1,0.2,0.417,2.8,5.8,0.479,0.483,1.8,2.2,0.793,0.6,1.4,2.0,0.9,0.5,0.3,1.2,2.5
s_Damon_Jones,2007,PG,30,60.0,0.0,19.6,2.3,5.9,0.386,1.5,3.9,0.385,0.8,2.1,0.387,0.511,0.5,0.7,0.682,0.2,1.0,1.1,1.6,0.3,0.0,0.6,0.9
s_Dwayne_Jones,2007,PF,23,4.0,0.0,4.5,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.8,1.5,0.5,0.3,1.3,1.5,0.0,0.0,0.0,0.5,0.8
s_Eddie_Jones,2007,SG,35,64.0,41.0,24.9,2.8,6.6,0.422,1.2,3.5,0.351,1.6,3.1,0.5,0.514,0.9,1.2,0.787,0.5,2.5,3.0,1.7,1.1,0.2,0.7,1.9
s_Fred_Jones,2007,SG,27,63.0,12.0,20.9,2.2,5.7,0.385,0.6,2.0,0.305,1.6,3.7,0.429,0.439,1.5,1.8,0.833,0.4,1.5,1.8,1.7,0.8,0.3,1.1,1.9
s_James_Jones,2007,SF,26,76.0,7.0,18.1,2.1,5.8,0.368,1.2,3.1,0.378,0.9,2.7,0.356,0.47,0.9,1.1,0.877,0.4,1.9,2.3,0.6,0.4,0.6,0.4,1.5
s_Jumaine_Jones,2007,SF,27,18.0,0.0,7.7,0.8,2.8,0.275,0.6,1.8,0.313,0.2,1.1,0.211,0.373,0.1,0.1,1.0,0.3,0.9,1.3,0.1,0.3,0.1,0.4,1.1
s_Solomon_Jones,2007,PF,22,40.2125,6.625,12.4300424123,1.54327785621,3.67326537194,0.420137860989,0.263104470043,0.78428946871,0.335468574473,1.28017338617,2.88897590323,0.443123594329,0.508,0.790966382473,1.1542774696,0.685248047634,0.639199293619,1.3766742584,2.3,0.79174043297,0.388436477913,11.6,0.713521401185,1.38259288149
s_Chris_Kaman,2007,C,24,75.0,66.0,29.0,3.9,8.7,0.451,0.0,0.0,0.0,3.9,8.7,0.452,0.451,2.2,3.0,0.741,2.1,5.7,7.8,1.1,0.5,1.5,2.0,3.3
s_Jason_Kapono,2007,SF,25,67.0,35.0,26.4,4.1,8.4,0.494,1.6,3.1,0.514,2.5,5.3,0.482,0.59,1.0,1.1,0.892,0.4,2.3,2.7,1.2,0.6,0.0,1.0,2.0
s_Viktor_Khryapa,2007,PF,24,33.0,0.0,7.0,0.8,2.1,0.386,0.0,0.2,0.0,0.8,1.9,0.422,0.386,0.6,0.8,0.731,0.6,1.1,1.7,0.6,0.3,0.0,0.5,1.6
s_Jason_Kidd,2007,PG,33,80.0,80.0,36.7,4.6,11.4,0.406,1.6,4.5,0.343,3.1,6.8,0.448,0.475,2.2,2.9,0.778,1.7,6.5,8.2,9.2,1.6,0.3,2.7,1.8
s_Tarence_Kinsey,2007,SG,22,40.2125,6.625,12.4300424123,1.54327785621,3.67326537194,0.420137860989,0.263104470043,0.78428946871,0.335468574473,1.28017338617,2.88897590323,0.443123594329,0.479,0.790966382473,1.1542774696,0.685248047634,0.639199293619,1.3766742584,2.0,0.79174043297,0.388436477913,11.6,0.713521401185,1.38259288149
s_Andrei_Kirilenko,2007,SF,25,70.0,70.0,29.3,2.8,6.0,0.471,0.2,1.1,0.213,2.6,4.9,0.528,0.49,2.5,3.4,0.728,1.3,3.4,4.7,2.9,1.1,2.1,1.9,2.5
s_Linas_Kleiza,2007,PF,22,79.0,14.0,18.8,2.5,6.0,0.422,1.1,2.8,0.376,1.5,3.2,0.462,0.509,1.5,1.7,0.852,1.0,2.4,3.4,0.6,0.4,0.2,1.0,2.5
s_Brevin_Knight,2007,PG,31,45.0,25.0,28.3,3.4,8.1,0.419,0.0,0.4,0.056,3.4,7.7,0.438,0.42,2.3,2.8,0.805,0.3,2.2,2.6,6.6,1.5,0.1,2.1,2.5
s_Yaroslav_Korolev,2007,SF,19,10.0,0.0,4.1,0.4,1.6,0.25,0.1,0.5,0.2,0.3,1.1,0.273,0.281,0.3,0.6,0.5,0.1,0.2,0.3,0.4,0.3,0.0,0.1,0.0
s_Kyle_Korver,2007,SF,25,74.0,1.0,30.9,5.0,11.4,0.44,1.8,4.1,0.43,3.2,7.3,0.446,0.518,2.6,2.8,0.914,0.4,3.1,3.5,1.4,0.8,0.3,1.6,2.5
s_Nenad_Krstic,2007,C,23,26.0,26.0,32.6,6.5,12.4,0.526,0.0,0.0,0.0,6.5,12.4,0.528,0.526,3.3,4.7,0.711,2.0,4.8,6.8,1.8,0.4,0.9,2.0,3.4
s_Raef_LaFrentz,2007,PF,30,27.0,9.0,13.0,1.4,3.8,0.382,0.1,0.9,0.087,1.4,2.9,0.468,0.392,0.7,1.0,0.769,0.9,1.7,2.6,0.3,0.3,0.4,0.5,2.1
s_James_Lang,2007,C,23,40.2125,6.625,12.4300424123,1.54327785621,3.67326537194,0.420137860989,0.263104470043,0.78428946871,0.335468574473,1.28017338617,2.88897590323,0.443123594329,0.444,0.790966382473,1.1542774696,0.685248047634,0.639199293619,1.3766742584,1.0,0.79174043297,0.388436477913,11.6,0.713521401185,1.38259288149
s_David_Lee,2007,PF,23,58.0,12.0,29.8,4.1,6.9,0.6,0.0,0.0,,4.1,6.9,0.6,0.6,2.4,3.0,0.815,3.4,7.0,10.4,1.8,0.8,0.4,1.6,2.7
s_Rashard_Lewis,2007,SF,27,60.0,60.0,39.1,7.7,16.8,0.461,2.5,6.5,0.39,5.2,10.3,0.505,0.536,4.4,5.3,0.841,1.5,5.1,6.6,2.4,1.1,0.7,2.0,2.4
s_Randy_Livingston,2007,PG,31,4.0,0.0,6.5,0.0,0.8,0.0,0.0,0.0,,0.0,0.8,0.0,0.0,0.0,0.0,,0.3,0.0,0.3,1.0,0.0,0.0,0.3,0.5
s_Shaun_Livingston,2007,PG,21,54.0,31.0,29.8,3.9,8.3,0.463,0.1,0.3,0.313,3.8,8.0,0.469,0.469,1.5,2.1,0.707,1.0,2.4,3.4,5.1,1.1,0.5,2.0,2.5
s_Kyle_Lowry,2007,PG,20,40.2125,6.625,12.4300424123,1.54327785621,3.67326537194,0.420137860989,0.263104470043,0.78428946871,0.335468574473,1.28017338617,2.88897590323,0.443123594329,0.408,0.790966382473,1.1542774696,0.685248047634,0.639199293619,1.3766742584,3.1,0.79174043297,0.388436477913,11.6,0.713521401185,1.38259288149
s_John_Lucas_III,2007,PG,24,47.0,0.0,8.1,1.3,3.3,0.397,0.3,1.3,0.254,1.0,2.1,0.485,0.446,0.3,0.4,0.789,0.2,0.6,0.8,0.7,0.4,0.0,0.3,0.8
s_Tyronn_Lue,2007,PG,29,56.0,17.0,26.6,3.9,9.4,0.416,1.0,2.9,0.348,2.9,6.5,0.446,0.469,2.6,2.9,0.883,0.3,1.5,1.9,3.6,0.4,0.0,1.5,1.8
s_Mark_Madsen,2007,C,31,56.0,0.0,8.4,0.4,0.8,0.535,0.0,0.0,,0.4,0.8,0.535,0.535,0.3,0.5,0.517,0.6,0.9,1.6,0.2,0.2,0.2,0.4,1.8
s_Corey_Maggette,2007,SF,27,75.0,31.0,30.5,4.9,10.8,0.454,0.2,0.9,0.2,4.7,9.9,0.476,0.462,6.9,8.4,0.82,1.2,4.7,5.9,2.8,0.9,0.2,2.7,3.3
s_Jamaal_Magloire,2007,C,28,81.0,23.0,21.0,2.5,4.9,0.504,0.0,0.0,,2.5,4.9,0.504,0.504,1.6,3.0,0.541,1.9,4.2,6.1,0.4,0.3,0.8,1.6,2.8
s_Renaldo_Major,2007,PF,24,40.2125,6.625,12.4300424123,1.54327785621,3.67326537194,0.420137860989,0.263104470043,0.78428946871,0.335468574473,1.28017338617,2.88897590323,0.443123594329,0.2,0.790966382473,1.1542774696,0.685248047634,0.639199293619,1.3766742584,2.0,0.79174043297,0.388436477913,11.6,0.713521401185,1.38259288149
s_Stephon_Marbury,2007,PG,29,74.0,74.0,37.1,5.3,12.9,0.415,1.7,4.7,0.357,3.7,8.2,0.448,0.48,4.0,5.2,0.769,0.5,2.4,2.9,5.4,1.0,0.1,2.4,2.5
s_Shawn_Marion,2007,SF,28,80.0,80.0,37.6,7.0,13.4,0.524,1.0,3.2,0.317,6.0,10.2,0.587,0.561,2.5,3.1,0.81,2.2,7.7,9.8,1.7,2.0,1.5,1.4,2.7
s_Damir_Markota,2007,PF,21,40.2125,6.625,12.4300424123,1.54327785621,3.67326537194,0.420137860989,0.263104470043,0.78428946871,0.335468574473,1.28017338617,2.88897590323,0.443123594329,0.423,0.790966382473,1.1542774696,0.685248047634,0.639199293619,1.3766742584,1.0,0.79174043297,0.388436477913,11.6,0.713521401185,1.38259288149
s_Sean_Marks,2007,PF,31,3.0,0.0,5.7,0.7,2.0,0.333,0.0,0.3,0.0,0.7,1.7,0.4,0.333,0.7,0.7,1.0,0.0,1.0,1.0,0.0,0.0,0.3,0.0,1.3
s_Donyell_Marshall,2007,PF,33,81.0,0.0,16.8,2.6,6.1,0.424,1.2,3.3,0.351,1.4,2.7,0.514,0.52,0.7,1.0,0.663,1.1,2.9,4.0,0.6,0.5,0.5,0.8,1.6
s_Rawle_Marshall,2007,SG,24,40.0,2.0,9.0,0.8,2.2,0.36,0.1,0.5,0.222,0.7,1.8,0.394,0.382,0.8,1.1,0.689,0.2,0.5,0.7,0.3,0.3,0.1,0.5,0.6
s_Darrick_Martin,2007,PG,35,31.0,0.0,7.1,1.1,3.0,0.351,0.4,1.2,0.351,0.6,1.8,0.351,0.42,0.5,0.7,0.714,0.1,0.3,0.4,1.4,0.1,0.0,0.4,0.7
s_Kenyon_Martin,2007,PF,29,2.0,2.0,31.5,4.0,8.0,0.5,0.0,0.5,0.0,4.0,7.5,0.533,0.5,1.5,6.0,0.25,3.0,7.0,10.0,0.5,0.0,0.0,2.5,5.0
s_Kevin_Martin,2007,SG,23,80.0,80.0,35.2,6.3,13.3,0.473,1.6,4.2,0.381,4.7,9.2,0.515,0.533,6.0,7.1,0.844,0.9,3.4,4.3,2.2,1.2,0.1,1.7,2.3
s_Desmond_Mason,2007,SF,29,75.0,75.0,34.3,5.4,12.0,0.452,0.0,0.0,,5.4,12.0,0.452,0.452,2.9,4.3,0.663,1.7,2.9,4.6,1.5,0.7,0.3,2.6,2.3
s_Roger_Mason,2007,SG,26,62.0,0.0,7.9,1.0,2.9,0.33,0.5,1.6,0.324,0.4,1.2,0.338,0.422,0.2,0.3,0.875,0.1,0.6,0.7,0.6,0.2,0.1,0.3,1.1
s_Jason_Maxiell,2007,C,23,67.0,8.0,14.1,2.0,3.9,0.5,0.0,0.0,,2.0,3.9,0.5,0.5,1.1,2.0,0.526,1.3,1.5,2.8,0.2,0.4,0.9,0.8,1.6
s_Sean_May,2007,PF,22,35.0,8.0,23.9,4.7,9.4,0.5,0.1,0.1,0.667,4.6,9.3,0.498,0.503,2.5,3.2,0.768,2.1,4.6,6.7,1.9,0.5,0.7,1.6,2.9
s_Rashad_McCants,2007,SG,22,37.0,0.0,15.0,1.7,4.8,0.35,0.5,2.0,0.267,1.1,2.8,0.412,0.407,1.1,1.6,0.69,0.4,0.9,1.3,1.0,0.7,0.2,1.1,1.9
s_Chris_McCray,2007,SG,22,40.2125,6.625,12.4300424123,1.54327785621,3.67326537194,0.420137860989,0.263104470043,0.78428946871,0.335468574473,1.28017338617,2.88897590323,0.443123594329,0.0,0.790966382473,1.1542774696,0.685248047634,0.639199293619,1.3766742584,0.0,0.79174043297,0.388436477913,11.6,0.713521401185,1.38259288149
s_Antonio_McDyess,2007,PF,32,82.0,3.0,21.1,3.5,6.6,0.526,0.0,0.0,,3.5,6.6,0.526,0.526,1.2,1.7,0.691,2.0,4.0,6.0,0.9,0.7,0.8,0.9,2.9
s_Ivan_McFarlin,2007,PF,24,40.2125,6.625,12.4300424123,1.54327785621,3.67326537194,0.420137860989,0.263104470043,0.78428946871,0.335468574473,1.28017338617,2.88897590323,0.443123594329,0.385,0.790966382473,1.1542774696,0.685248047634,0.639199293619,1.3766742584,1.0,0.79174043297,0.388436477913,11.6,0.713521401185,1.38259288149
s_Tracy_McGrady,2007,SG,27,71.0,71.0,35.8,9.0,20.8,0.431,1.8,5.4,0.331,7.2,15.5,0.466,0.474,4.9,6.9,0.707,0.8,4.5,5.3,6.5,1.3,0.5,3.0,1.9
s_Jeff_McInnis,2007,PG,32,38.0,3.0,18.5,1.9,4.8,0.392,0.0,0.2,0.125,1.8,4.6,0.405,0.395,0.6,0.8,0.688,0.4,1.3,1.6,3.3,0.4,0.0,1.1,1.9
s_Aaron_McKie,2007,SF,34,10.0,0.0,13.1,1.1,1.7,0.647,0.0,0.0,,1.1,1.7,0.647,0.647,0.0,0.0,,0.1,1.7,1.8,1.3,0.4,0.0,0.8,1.4
s_Keith_McLeod,2007,PG,27,48.0,9.0,15.0,1.5,3.9,0.388,0.3,0.9,0.356,1.2,3.0,0.399,0.431,1.4,1.6,0.885,0.1,0.8,0.9,1.9,0.5,0.1,1.0,1.1
